timestamp,blue_starts,player1_type,player1_depth,player2_type,player2_depth,winner,blue_score,pink_score,winner_score,loser_score,player1_total_time,player1_moves,player1_avg_time_ms,player2_total_time,player2_moves,player2_avg_time_ms
2025-12-11T16:24:38.451044,True,RandomAI,-,AIPlayer,3,PINK,3,60,60,3,0.001,28,0.0,1.091,31,35.2
2025-12-11T16:24:40.349071,False,AIPlayer,3,RandomAI,-,BLUE,54,10,54,10,1.891,30,63.0,0.001,30,0.0
2025-12-11T16:24:42.588124,True,RandomAI,-,AIPlayer,3,PINK,13,51,51,13,0.001,30,0.0,2.231,30,74.4
2025-12-11T16:24:44.257298,False,AIPlayer,3,RandomAI,-,BLUE,45,19,45,19,1.662,31,53.6,0.001,29,0.0
2025-12-11T16:24:45.434768,True,RandomAI,-,AIPlayer,3,PINK,5,59,59,5,0.001,28,0.0,1.169,32,36.5
2025-12-11T16:24:47.353392,False,AIPlayer,3,RandomAI,-,BLUE,58,6,58,6,1.911,32,59.7,0.001,28,0.0
2025-12-11T16:24:49.206972,True,RandomAI,-,AIPlayer,3,PINK,17,47,47,17,0.001,30,0.0,1.846,30,61.5
2025-12-11T16:24:50.879761,False,AIPlayer,3,RandomAI,-,PINK,31,33,33,31,1.665,30,55.5,0.001,30,0.0
2025-12-11T16:24:52.700251,True,RandomAI,-,AIPlayer,3,PINK,19,45,45,19,0.001,30,0.0,1.813,30,60.4
2025-12-11T16:24:54.003073,False,AIPlayer,3,RandomAI,-,BLUE,48,16,48,16,1.295,30,43.2,0.001,30,0.0
2025-12-11T16:24:55.961115,True,RandomAI,-,AIPlayer,3,PINK,28,36,36,28,0.001,30,0.0,1.95,30,65.0
2025-12-11T16:24:57.767450,False,AIPlayer,3,RandomAI,-,BLUE,60,4,60,4,1.799,31,58.0,0.001,29,0.0
2025-12-11T16:24:59.565074,True,RandomAI,-,AIPlayer,3,PINK,15,49,49,15,0.001,30,0.0,1.79,30,59.7
2025-12-11T16:25:01.985624,False,AIPlayer,3,RandomAI,-,BLUE,42,22,42,22,2.413,31,77.8,0.001,29,0.0
2025-12-11T16:25:03.849464,True,RandomAI,-,AIPlayer,3,PINK,19,45,45,19,0.001,30,0.0,1.856,30,61.9
2025-12-11T16:25:05.394332,False,AIPlayer,3,RandomAI,-,BLUE,42,22,42,22,1.537,30,51.2,0.001,30,0.0
2025-12-11T16:25:07.022703,True,RandomAI,-,AIPlayer,3,PINK,25,39,39,25,0.001,30,0.0,1.621,30,54.0
2025-12-11T16:25:09.044627,False,AIPlayer,3,RandomAI,-,BLUE,51,13,51,13,2.014,32,62.9,0.001,28,0.0
