timestamp,blue_starts,player1_type,player1_depth,player2_type,player2_depth,winner,blue_score,pink_score,winner_score,loser_score,player1_total_time,player1_moves,player1_avg_time_ms,player2_total_time,player2_moves,player2_avg_time_ms
2025-12-11T16:50:53.660478,True,AIPlayer,1,AIPlayer,2,PINK,6,58,58,6,0.036,29,1.2,0.302,31,9.8
2025-12-11T16:50:53.924350,False,AIPlayer,2,AIPlayer,1,PINK,28,36,36,28,0.226,30,7.5,0.031,30,1.0
2025-12-11T16:50:54.226755,True,AIPlayer,1,AIPlayer,2,BLUE,38,26,38,26,0.023,32,0.7,0.273,28,9.8
2025-12-11T16:50:54.578426,False,AIPlayer,2,AIPlayer,1,BLUE,39,25,39,25,0.312,30,10.4,0.033,30,1.1
2025-12-11T16:50:54.902963,True,AIPlayer,1,AIPlayer,2,PINK,6,58,58,6,0.03,29,1.1,0.288,31,9.3
2025-12-11T16:50:55.142228,False,AIPlayer,2,AIPlayer,1,PINK,31,33,33,31,0.207,31,6.7,0.026,29,0.9
2025-12-11T16:50:55.451523,True,AIPlayer,1,AIPlayer,2,PINK,10,53,53,10,0.025,28,0.9,0.278,31,9.0
2025-12-11T16:50:55.766837,False,AIPlayer,2,AIPlayer,1,BLUE,44,20,44,20,0.277,31,8.9,0.032,29,1.1
2025-12-11T16:50:56.092614,True,AIPlayer,1,AIPlayer,2,PINK,14,50,50,14,0.031,30,1.0,0.289,30,9.6
2025-12-11T16:50:56.383780,False,AIPlayer,2,AIPlayer,1,BLUE,42,22,42,22,0.251,31,8.1,0.034,29,1.2
2025-12-11T16:50:56.702819,True,AIPlayer,1,AIPlayer,2,PINK,6,58,58,6,0.023,28,0.8,0.29,32,9.1
2025-12-11T16:50:56.992860,False,AIPlayer,2,AIPlayer,1,BLUE,47,17,47,17,0.258,31,8.3,0.026,29,0.9
2025-12-11T16:50:57.310329,True,AIPlayer,1,AIPlayer,2,PINK,6,58,58,6,0.03,29,1.0,0.282,31,9.1
2025-12-11T16:50:57.552810,False,AIPlayer,2,AIPlayer,1,PINK,27,37,37,27,0.209,31,6.8,0.027,29,0.9
2025-12-11T16:50:57.880535,True,AIPlayer,1,AIPlayer,2,PINK,14,50,50,14,0.031,30,1.0,0.29,30,9.7
2025-12-11T16:50:58.122613,False,AIPlayer,2,AIPlayer,1,BLUE,38,26,38,26,0.211,30,7.0,0.025,30,0.8
2025-12-11T16:50:58.435765,True,AIPlayer,1,AIPlayer,2,BLUE,38,26,38,26,0.024,32,0.8,0.283,28,10.1
2025-12-11T16:50:58.712366,False,AIPlayer,2,AIPlayer,1,BLUE,45,19,45,19,0.238,31,7.7,0.032,29,1.1
2025-12-11T16:50:59.019813,True,AIPlayer,1,AIPlayer,2,PINK,10,53,53,10,0.025,28,0.9,0.276,31,8.9
2025-12-11T16:50:59.331889,False,AIPlayer,2,AIPlayer,1,BLUE,34,30,34,30,0.274,30,9.1,0.032,30,1.1
2025-12-11T16:50:59.680041,True,AIPlayer,1,AIPlayer,2,PINK,31,33,33,31,0.028,30,0.9,0.314,30,10.5
2025-12-11T16:51:00.027200,False,AIPlayer,2,AIPlayer,1,BLUE,39,25,39,25,0.309,30,10.3,0.032,30,1.1
2025-12-11T16:51:00.354281,True,AIPlayer,1,AIPlayer,2,PINK,6,58,58,6,0.031,29,1.1,0.29,31,9.4
2025-12-11T16:51:00.668063,False,AIPlayer,2,AIPlayer,1,BLUE,38,26,38,26,0.276,31,8.9,0.031,29,1.1
2025-12-11T16:51:00.987476,True,AIPlayer,1,AIPlayer,2,PINK,23,41,41,23,0.024,30,0.8,0.289,30,9.6
2025-12-11T16:51:01.290841,False,AIPlayer,2,AIPlayer,1,BLUE,52,12,52,12,0.27,32,8.4,0.027,28,1.0
2025-12-11T16:51:01.646852,True,AIPlayer,1,AIPlayer,2,PINK,6,58,58,6,0.033,29,1.1,0.316,31,10.2
2025-12-11T16:51:01.889457,False,AIPlayer,2,AIPlayer,1,BLUE,44,20,44,20,0.209,32,6.5,0.027,28,1.0
2025-12-11T16:51:02.216332,True,AIPlayer,1,AIPlayer,2,PINK,26,38,38,26,0.025,29,0.9,0.295,31,9.5
2025-12-11T16:51:02.520370,False,AIPlayer,2,AIPlayer,1,BLUE,52,12,52,12,0.271,32,8.5,0.027,28,1.0
2025-12-11T16:51:02.830341,True,AIPlayer,1,AIPlayer,2,PINK,10,53,53,10,0.025,28,0.9,0.279,31,9.0
2025-12-11T16:51:03.102164,False,AIPlayer,2,AIPlayer,1,BLUE,44,20,44,20,0.236,30,7.9,0.029,30,1.0
2025-12-11T16:51:03.430768,True,AIPlayer,1,AIPlayer,2,PINK,27,37,37,27,0.025,30,0.8,0.297,30,9.9
2025-12-11T16:51:03.700678,False,AIPlayer,2,AIPlayer,1,BLUE,37,27,37,27,0.232,31,7.5,0.032,29,1.1
2025-12-11T16:51:04.028708,True,AIPlayer,1,AIPlayer,2,PINK,26,38,38,26,0.026,29,0.9,0.296,31,9.5
2025-12-11T16:51:04.295769,False,AIPlayer,2,AIPlayer,1,BLUE,43,21,43,21,0.232,30,7.7,0.029,30,1.0
2025-12-11T16:51:04.606560,True,AIPlayer,1,AIPlayer,2,BLUE,38,26,38,26,0.024,32,0.7,0.281,28,10.0
2025-12-11T16:51:04.852788,False,AIPlayer,2,AIPlayer,1,BLUE,44,20,44,20,0.212,32,6.6,0.028,28,1.0
2025-12-11T16:51:05.188856,True,AIPlayer,1,AIPlayer,2,PINK,24,40,40,24,0.03,31,1.0,0.3,29,10.4
2025-12-11T16:51:05.460214,False,AIPlayer,2,AIPlayer,1,BLUE,43,21,43,21,0.236,30,7.9,0.029,30,1.0
2025-12-11T16:51:05.802515,True,AIPlayer,1,AIPlayer,2,PINK,24,40,40,24,0.031,31,1.0,0.306,29,10.5
2025-12-11T16:51:06.047052,False,AIPlayer,2,AIPlayer,1,BLUE,38,26,38,26,0.213,30,7.1,0.026,30,0.9
2025-12-11T16:51:06.404472,True,AIPlayer,1,AIPlayer,2,PINK,17,47,47,17,0.032,30,1.1,0.32,30,10.7
2025-12-11T16:51:06.708264,False,AIPlayer,2,AIPlayer,1,BLUE,52,12,52,12,0.271,32,8.5,0.027,28,1.0
2025-12-11T16:51:07.019076,True,AIPlayer,1,AIPlayer,2,PINK,10,53,53,10,0.025,28,0.9,0.279,31,9.0
2025-12-11T16:51:07.373935,False,AIPlayer,2,AIPlayer,1,BLUE,39,25,39,25,0.315,30,10.5,0.033,30,1.1
2025-12-11T16:51:07.686377,True,AIPlayer,1,AIPlayer,2,BLUE,38,26,38,26,0.025,32,0.8,0.282,28,10.1
2025-12-11T16:51:07.951992,False,AIPlayer,2,AIPlayer,1,BLUE,43,21,43,21,0.231,30,7.7,0.028,30,0.9
2025-12-11T16:51:08.260911,True,AIPlayer,1,AIPlayer,2,BLUE,38,26,38,26,0.024,32,0.8,0.278,28,9.9
2025-12-11T16:51:08.557209,False,AIPlayer,2,AIPlayer,1,BLUE,42,22,42,22,0.256,31,8.3,0.034,29,1.2
2025-12-11T16:51:08.892369,True,AIPlayer,1,AIPlayer,2,PINK,14,50,50,14,0.032,30,1.1,0.297,30,9.9
2025-12-11T16:51:09.136066,False,AIPlayer,2,AIPlayer,1,PINK,31,33,33,31,0.21,31,6.8,0.027,29,0.9
2025-12-11T16:51:09.456072,True,AIPlayer,1,AIPlayer,2,PINK,20,44,44,20,0.024,30,0.8,0.29,30,9.7
2025-12-11T16:51:09.774445,False,AIPlayer,2,AIPlayer,1,BLUE,38,26,38,26,0.28,31,9.0,0.032,29,1.1
2025-12-11T16:51:10.084097,True,AIPlayer,1,AIPlayer,2,PINK,10,53,53,10,0.025,28,0.9,0.278,31,9.0
2025-12-11T16:51:10.376559,False,AIPlayer,2,AIPlayer,1,BLUE,47,17,47,17,0.26,31,8.4,0.026,29,0.9
2025-12-11T16:51:10.684476,True,AIPlayer,1,AIPlayer,2,PINK,10,53,53,10,0.025,28,0.9,0.276,31,8.9
2025-12-11T16:51:10.943150,False,AIPlayer,2,AIPlayer,1,BLUE,39,25,39,25,0.223,31,7.2,0.029,29,1.0
2025-12-11T16:51:11.251046,True,AIPlayer,1,AIPlayer,2,PINK,10,53,53,10,0.025,28,0.9,0.277,31,8.9
2025-12-11T16:51:11.589065,False,AIPlayer,2,AIPlayer,1,BLUE,40,24,40,24,0.3,30,10.0,0.032,30,1.1
2025-12-11T16:51:11.903158,True,AIPlayer,1,AIPlayer,2,PINK,10,53,53,10,0.026,28,0.9,0.282,31,9.1
2025-12-11T16:51:12.207236,False,AIPlayer,2,AIPlayer,1,BLUE,52,12,52,12,0.271,32,8.5,0.027,28,1.0
2025-12-11T16:51:12.517705,True,AIPlayer,1,AIPlayer,2,PINK,10,53,53,10,0.025,28,0.9,0.279,31,9.0
2025-12-11T16:51:12.844881,False,AIPlayer,2,AIPlayer,1,BLUE,45,19,45,19,0.288,31,9.3,0.033,29,1.1
2025-12-11T16:51:13.153375,True,AIPlayer,1,AIPlayer,2,PINK,10,53,53,10,0.025,28,0.9,0.277,31,8.9
2025-12-11T16:51:13.447254,False,AIPlayer,2,AIPlayer,1,BLUE,43,21,43,21,0.255,30,8.5,0.033,30,1.1
2025-12-11T16:51:13.767532,True,AIPlayer,1,AIPlayer,2,PINK,6,58,58,6,0.03,29,1.0,0.284,31,9.2
2025-12-11T16:51:14.009395,False,AIPlayer,2,AIPlayer,1,PINK,31,33,33,31,0.209,31,6.7,0.027,29,0.9
2025-12-11T16:51:14.331422,True,AIPlayer,1,AIPlayer,2,PINK,6,58,58,6,0.023,28,0.8,0.292,32,9.1
2025-12-11T16:51:14.614980,False,AIPlayer,2,AIPlayer,1,BLUE,36,28,36,28,0.249,31,8.0,0.028,29,1.0
2025-12-11T16:51:14.938795,True,AIPlayer,1,AIPlayer,2,PINK,6,58,58,6,0.03,29,1.0,0.288,31,9.3
2025-12-11T16:51:15.288626,False,AIPlayer,2,AIPlayer,1,BLUE,39,25,39,25,0.311,30,10.4,0.033,30,1.1
2025-12-11T16:51:15.622947,True,AIPlayer,1,AIPlayer,2,PINK,10,53,53,10,0.026,28,0.9,0.302,31,9.7
2025-12-11T16:51:15.918456,False,AIPlayer,2,AIPlayer,1,BLUE,42,22,42,22,0.255,31,8.2,0.034,29,1.2
2025-12-11T16:51:16.308323,True,AIPlayer,1,AIPlayer,2,PINK,20,44,44,20,0.031,31,1.0,0.352,29,12.1
2025-12-11T16:51:16.550486,False,AIPlayer,2,AIPlayer,1,BLUE,39,25,39,25,0.208,31,6.7,0.028,29,1.0
2025-12-11T16:51:16.881414,True,AIPlayer,1,AIPlayer,2,PINK,14,50,50,14,0.032,30,1.1,0.293,30,9.8
