timestamp,blue_starts,player1_type,player1_depth,player2_type,player2_depth,winner,blue_score,pink_score,winner_score,loser_score,player1_total_time,player1_moves,player1_avg_time_ms,player2_total_time,player2_moves,player2_avg_time_ms
2025-12-11T17:06:20.116681,False,AIPlayer,4,AIPlayer,3,BLUE,53,11,53,11,14.06,32,439.4,0.003,28,0.1
2025-12-11T17:06:29.745791,True,AIPlayer,3,AIPlayer,4,PINK,16,48,48,16,0.016,30,0.5,9.602,30,320.1
2025-12-11T17:06:47.064503,False,AIPlayer,4,AIPlayer,3,PINK,25,39,39,25,17.306,30,576.9,0.003,30,0.1
2025-12-11T17:06:56.209406,True,AIPlayer,3,AIPlayer,4,PINK,16,48,48,16,0.015,30,0.5,9.12,30,304.0
2025-12-11T17:09:32.891065,False,AIPlayer,4,AIPlayer,3,BLUE,39,25,39,25,156.67,31,5053.9,0.003,29,0.1
2025-12-11T17:09:48.613932,True,AIPlayer,3,AIPlayer,4,PINK,11,53,53,11,0.017,29,0.6,15.696,31,506.3
2025-12-11T17:10:02.777191,False,AIPlayer,4,AIPlayer,3,BLUE,53,11,53,11,14.149,32,442.2,0.003,28,0.1
2025-12-11T17:25:14.138398,True,AIPlayer,3,AIPlayer,4,PINK,18,46,46,18,0.016,30,0.5,911.335,30,30377.8
2025-12-11T17:25:29.845949,False,AIPlayer,4,AIPlayer,3,BLUE,47,17,47,17,15.693,31,506.2,0.003,29,0.1
2025-12-11T17:25:48.466306,True,AIPlayer,3,AIPlayer,4,BLUE,41,23,41,23,0.014,30,0.5,18.597,30,619.9
2025-12-11T17:26:04.551454,False,AIPlayer,4,AIPlayer,3,BLUE,47,17,47,17,16.072,32,502.2,0.003,28,0.1
2025-12-11T17:26:26.230031,True,AIPlayer,3,AIPlayer,4,PINK,14,50,50,14,0.014,29,0.5,21.653,31,698.5
2025-12-11T17:26:41.738389,False,AIPlayer,4,AIPlayer,3,BLUE,53,11,53,11,15.492,31,499.7,0.004,29,0.1
2025-12-11T17:27:03.510858,True,AIPlayer,3,AIPlayer,4,PINK,14,50,50,14,0.016,29,0.6,21.746,31,701.5
2025-12-11T17:27:22.631941,False,AIPlayer,4,AIPlayer,3,BLUE,47,17,47,17,19.106,31,616.3,0.003,29,0.1
2025-12-11T17:27:41.302624,True,AIPlayer,3,AIPlayer,4,PINK,6,58,58,6,0.016,30,0.5,18.643,30,621.4
2025-12-11T17:27:57.852495,False,AIPlayer,4,AIPlayer,3,BLUE,52,12,52,12,16.538,31,533.5,0.003,29,0.1
2025-12-11T17:28:13.741361,True,AIPlayer,3,AIPlayer,4,PINK,9,55,55,9,0.016,30,0.5,15.862,30,528.7
