timestamp,blue_starts,player1_type,player1_depth,player2_type,player2_depth,winner,blue_score,pink_score,winner_score,loser_score,player1_total_time,player1_moves,player1_avg_time_ms,player2_total_time,player2_moves,player2_avg_time_ms
2025-12-11T16:21:08.370260,False,AIPlayer,2,RandomAI,-,BLUE,46,18,46,18,0.343,30,11.4,0.001,30,0.0
2025-12-11T16:21:08.642927,True,RandomAI,-,AIPlayer,2,PINK,22,42,42,22,0.001,30,0.0,0.266,30,8.9
2025-12-11T16:21:08.995400,False,AIPlayer,2,RandomAI,-,PINK,21,43,43,21,0.345,30,11.5,0.001,30,0.0
2025-12-11T16:21:09.315601,True,RandomAI,-,AIPlayer,2,PINK,24,40,40,24,0.001,30,0.0,0.313,30,10.4
2025-12-11T16:21:09.583399,False,AIPlayer,2,RandomAI,-,BLUE,52,12,52,12,0.26,32,8.1,0.001,28,0.0
2025-12-11T16:21:09.880869,True,RandomAI,-,AIPlayer,2,PINK,22,42,42,22,0.001,30,0.0,0.29,30,9.7
2025-12-11T16:21:10.236183,False,AIPlayer,2,RandomAI,-,BLUE,46,18,46,18,0.348,31,11.2,0.001,29,0.0
2025-12-11T16:21:10.593019,True,RandomAI,-,AIPlayer,2,BLUE,34,30,34,30,0.001,32,0.0,0.349,28,12.5
2025-12-11T16:21:10.884363,False,AIPlayer,2,RandomAI,-,BLUE,61,3,61,3,0.284,33,8.6,0.001,27,0.0
2025-12-11T16:21:11.177974,True,RandomAI,-,AIPlayer,2,PINK,31,33,33,31,0.001,31,0.0,0.286,29,9.9
2025-12-11T16:21:11.522366,False,AIPlayer,2,RandomAI,-,BLUE,49,15,49,15,0.337,30,11.2,0.001,30,0.0
2025-12-11T16:21:11.882115,True,RandomAI,-,AIPlayer,2,PINK,15,49,49,15,0.001,30,0.0,0.352,30,11.7
2025-12-11T16:21:12.296147,False,AIPlayer,2,RandomAI,-,BLUE,36,28,36,28,0.407,30,13.6,0.001,30,0.0
2025-12-11T16:21:12.612296,True,RandomAI,-,AIPlayer,2,PINK,28,36,36,28,0.001,31,0.0,0.309,29,10.6
2025-12-11T16:21:12.910289,False,AIPlayer,2,RandomAI,-,BLUE,44,20,44,20,0.291,30,9.7,0.001,30,0.0
2025-12-11T16:21:13.195677,True,RandomAI,-,AIPlayer,2,PINK,12,52,52,12,0.001,30,0.0,0.278,30,9.3
2025-12-11T16:21:13.532957,False,AIPlayer,2,RandomAI,-,BLUE,37,27,37,27,0.33,30,11.0,0.001,30,0.0
2025-12-11T16:21:13.836989,True,RandomAI,-,AIPlayer,2,PINK,15,49,49,15,0.001,30,0.0,0.297,30,9.9
2025-12-11T16:21:14.175286,False,AIPlayer,2,RandomAI,-,BLUE,50,14,50,14,0.331,31,10.7,0.001,29,0.0
2025-12-11T16:21:14.448879,True,RandomAI,-,AIPlayer,2,PINK,20,44,44,20,0.001,30,0.0,0.267,30,8.9
2025-12-11T16:21:14.728304,False,AIPlayer,2,RandomAI,-,BLUE,35,29,35,29,0.272,30,9.1,0.001,30,0.0
2025-12-11T16:21:15.039666,True,RandomAI,-,AIPlayer,2,PINK,18,46,46,18,0.001,30,0.0,0.304,30,10.1
2025-12-11T16:21:15.429986,False,AIPlayer,2,RandomAI,-,BLUE,51,13,51,13,0.383,31,12.4,0.001,29,0.0
2025-12-11T16:21:15.773653,True,RandomAI,-,AIPlayer,2,PINK,26,38,38,26,0.001,30,0.0,0.336,30,11.2
2025-12-11T16:21:16.046118,False,AIPlayer,2,RandomAI,-,PINK,31,33,33,31,0.265,30,8.8,0.001,30,0.0
2025-12-11T16:21:16.331951,True,RandomAI,-,AIPlayer,2,PINK,11,53,53,11,0.001,30,0.0,0.278,30,9.3
2025-12-11T16:21:16.739530,False,AIPlayer,2,RandomAI,-,BLUE,51,13,51,13,0.401,30,13.4,0.001,30,0.0
2025-12-11T16:21:17.016207,True,RandomAI,-,AIPlayer,2,PINK,17,47,47,17,0.001,30,0.0,0.27,30,9.0
2025-12-11T16:21:17.333817,False,AIPlayer,2,RandomAI,-,BLUE,46,18,46,18,0.31,31,10.0,0.001,29,0.0
2025-12-11T16:21:17.662847,True,RandomAI,-,AIPlayer,2,PINK,14,50,50,14,0.001,30,0.0,0.322,30,10.7
2025-12-11T16:21:18.024234,False,AIPlayer,2,RandomAI,-,BLUE,36,28,36,28,0.354,30,11.8,0.001,30,0.0
2025-12-11T16:21:18.358135,True,RandomAI,-,AIPlayer,2,PINK,24,40,40,24,0.001,30,0.0,0.327,30,10.9
2025-12-11T16:21:18.683630,False,AIPlayer,2,RandomAI,-,BLUE,48,16,48,16,0.318,31,10.3,0.001,29,0.0
2025-12-11T16:21:18.902451,True,RandomAI,-,AIPlayer,2,PINK,9,55,55,9,0.001,29,0.0,0.211,31,6.8
2025-12-11T16:21:19.224729,False,AIPlayer,2,RandomAI,-,BLUE,48,16,48,16,0.315,31,10.2,0.001,29,0.0
2025-12-11T16:21:19.491859,True,RandomAI,-,AIPlayer,2,PINK,26,38,38,26,0.001,30,0.0,0.26,30,8.7
2025-12-11T16:21:19.759600,False,AIPlayer,2,RandomAI,-,BLUE,44,20,44,20,0.261,30,8.7,0.001,30,0.0
2025-12-11T16:21:20.189062,True,RandomAI,-,AIPlayer,2,PINK,27,37,37,27,0.001,30,0.0,0.422,30,14.1
2025-12-11T16:21:20.548395,False,AIPlayer,2,RandomAI,-,BLUE,52,12,52,12,0.352,31,11.4,0.001,29,0.0
2025-12-11T16:21:20.849523,True,RandomAI,-,AIPlayer,2,PINK,7,57,57,7,0.001,27,0.0,0.294,33,8.9
2025-12-11T16:21:21.181981,False,AIPlayer,2,RandomAI,-,BLUE,34,30,34,30,0.325,30,10.8,0.001,30,0.0
2025-12-11T16:21:21.527577,True,RandomAI,-,AIPlayer,2,PINK,13,51,51,13,0.001,29,0.0,0.338,31,10.9
2025-12-11T16:21:21.865494,False,AIPlayer,2,RandomAI,-,BLUE,53,10,53,10,0.331,31,10.7,0.001,28,0.0
2025-12-11T16:21:22.134993,True,RandomAI,-,AIPlayer,2,PINK,18,46,46,18,0.001,30,0.0,0.262,30,8.7
2025-12-11T16:21:22.438731,False,AIPlayer,2,RandomAI,-,BLUE,33,31,33,31,0.297,30,9.9,0.001,30,0.0
2025-12-11T16:21:22.664816,True,RandomAI,-,AIPlayer,2,PINK,20,44,44,20,0.001,30,0.0,0.219,30,7.3
2025-12-11T16:21:23.020805,False,AIPlayer,2,RandomAI,-,PINK,27,37,37,27,0.349,30,11.6,0.001,30,0.0
2025-12-11T16:21:23.299757,True,RandomAI,-,AIPlayer,2,PINK,18,46,46,18,0.001,30,0.0,0.272,30,9.1
2025-12-11T16:21:23.515999,False,AIPlayer,2,RandomAI,-,BLUE,50,14,50,14,0.209,31,6.7,0.001,29,0.0
2025-12-11T16:21:23.850518,True,RandomAI,-,AIPlayer,2,PINK,26,38,38,26,0.001,30,0.0,0.327,30,10.9
2025-12-11T16:21:24.156504,False,AIPlayer,2,RandomAI,-,BLUE,49,14,49,14,0.299,30,10.0,0.001,29,0.0
2025-12-11T16:21:24.501178,True,RandomAI,-,AIPlayer,2,PINK,21,43,43,21,0.001,30,0.0,0.338,30,11.3
2025-12-11T16:21:24.798915,False,AIPlayer,2,RandomAI,-,BLUE,47,17,47,17,0.29,30,9.7,0.001,30,0.0
2025-12-11T16:21:25.087003,True,RandomAI,-,AIPlayer,2,PINK,18,46,46,18,0.001,30,0.0,0.281,30,9.4
2025-12-11T16:21:25.356484,False,AIPlayer,2,RandomAI,-,BLUE,40,24,40,24,0.262,30,8.7,0.001,30,0.0
2025-12-11T16:21:25.714949,True,RandomAI,-,AIPlayer,2,BLUE,34,30,34,30,0.001,31,0.0,0.351,29,12.1
2025-12-11T16:21:26.052887,False,AIPlayer,2,RandomAI,-,BLUE,46,18,46,18,0.331,30,11.0,0.001,30,0.0
2025-12-11T16:21:26.382895,True,RandomAI,-,AIPlayer,2,PINK,22,42,42,22,0.001,30,0.0,0.323,30,10.8
2025-12-11T16:21:26.737062,False,AIPlayer,2,RandomAI,-,BLUE,38,26,38,26,0.347,31,11.2,0.001,29,0.0
